DESTINATION_AIRPORT,MONTH,DAY,ARRIVAL_DELAY
BOS,12,31,227
CLD,1,1,5
CLD,1,2,7
CLD,1,3,5
CLD,1,4,7
CLD,1,5,6
CLD,1,6,6
CLD,1,7,7
CLD,1,8,7
CLD,1,9,6
CLD,1,10,5
CLD,1,11,6
CLD,1,12,7
CLD,1,13,7
CLD,1,14,7
CLD,1,15,7
CLD,1,16,7
CLD,1,17,5
CLD,1,18,7
CLD,1,19,7
CLD,1,20,7
CLD,1,21,7
CLD,1,22,7
CLD,1,23,7
CLD,1,24,5
CLD,1,25,7
CLD,1,26,5
CLD,1,27,7
CLD,1,28,7
CLD,1,29,7
CLD,1,30,7
CLD,1,31,5
CLD,2,1,7
CLD,2,2,7
CLD,2,3,7
CLD,2,4,7
CLD,2,5,5
CLD,2,6,6
CLD,2,7,5
CLD,2,8,7
CLD,2,9,7
CLD,2,10,7
CLD,2,11,7
CLD,2,12,7
CLD,2,13,7
CLD,2,14,5
CLD,2,15,5
CLD,2,16,7
CLD,2,17,7
CLD,2,18,6
CLD,2,19,7
CLD,2,20,7
CLD,2,21,5
CLD,2,22,6
CLD,2,23,7
CLD,2,24,7
CLD,2,25,7
CLD,2,26,6
CLD,2,27,7
CLD,2,28,5
CLD,3,1,7
CLD,3,2,7
CLD,3,3,7
CLD,3,4,7
CLD,3,5,7
CLD,3,6,7
CLD,3,7,5
CLD,3,8,7
CLD,3,9,7
CLD,3,10,7
CLD,3,11,7
CLD,3,12,7
CLD,3,13,7
CLD,3,14,5
CLD,3,15,7
CLD,3,16,7
CLD,3,17,7
CLD,3,18,7
CLD,3,19,7
CLD,3,20,7
CLD,3,21,5
CLD,3,22,6
CLD,3,23,7
CLD,3,24,7
CLD,3,25,7
CLD,3,26,7
CLD,3,27,7
CLD,3,28,5
CLD,3,29,7
CLD,3,30,7
CLD,3,31,7
CLD,4,1,7
CLD,4,2,7
CLD,4,3,7
CLD,4,4,5
CLD,4,5,7
CLD,4,6,6
CLT,1,1,287
CLT,1,2,319
CLT,1,3,282
CLT,1,4,299
CLT,1,5,325
CLT,1,6,285
CLT,1,7,318
CLT,1,8,325
CLT,1,9,324
CLT,1,10,250
CLT,1,11,287
CLT,1,12,282
CLT,1,13,286
CLT,1,14,320
CLT,1,15,326
CLT,1,16,328
CLT,1,17,250
CLT,1,18,285
CLT,1,19,287
CLT,1,20,288
CLT,1,21,323
CLT,1,22,327
CLT,1,23,326
CLT,1,24,250
CLT,1,25,289
CLT,1,26,280
CLT,1,27,230
CLT,1,28,297
CLT,1,29,327
CLT,1,30,328
CLT,1,31,250
CLT,2,1,227
CLT,2,2,242
CLT,2,3,282
CLT,2,4,324
CLT,2,5,328
CLT,2,6,328
CLT,2,7,253
CLT,2,8,290
CLT,2,9,258
CLT,2,10,285
CLT,2,11,326
CLT,2,12,314
CLT,2,13,312
CLT,2,14,243
CLT,2,15,250
CLT,2,16,218
CLT,2,17,247
CLT,2,18,302
CLT,2,19,312
CLT,2,20,315
CLT,2,21,238
CLT,2,22,272
CLT,2,23,304
CLT,2,24,307
CLT,2,25,239
CLT,2,26,221
CLT,2,27,307
CLT,2,28,241
CLT,3,1,261
CLT,3,2,303
CLT,3,3,305
CLT,3,4,307
CLT,3,5,268
CLT,3,6,311
CLT,3,7,260
CLT,3,8,285
CLT,3,9,314
CLT,3,10,313
CLT,3,11,312
CLT,3,12,314
CLT,3,13,316
CLT,3,14,255
CLT,3,15,288
CLT,3,16,314
CLT,3,17,313
CLT,3,18,309
CLT,3,19,316
CLT,3,20,311
CLT,3,21,254
CLT,3,22,289
CLT,3,23,314
CLT,3,24,312
CLT,3,25,312
CLT,3,26,316
CLT,3,27,317
CLT,3,28,256
CLT,3,29,288
CLT,3,30,310
CLT,3,31,309
CLT,4,1,307
CLT,4,2,308
CLT,4,3,309
CLT,4,4,249
CLT,4,5,284
CLT,4,6,307
CLT,4,7,307
CLT,4,8,305
CLT,4,9,301
CLT,4,10,309
CLT,4,11,251
CLT,4,12,281
CLT,4,13,307
CLT,4,14,302
CLT,4,15,304
CLT,4,16,302
CLT,4,17,308
CLT,4,18,244
CLT,4,19,283
CLT,4,20,288
CLT,4,21,296
CLT,4,22,303
CLT,4,23,306
CLT,4,24,306
CLT,4,25,245
CLT,4,26,284
CLT,4,27,302
CLT,4,28,301
CLT,4,29,303
CLT,4,30,304
CLT,5,1,308
CLT,5,2,245
CLT,5,3,286
CLT,5,4,304
CLT,5,5,303
CLT,5,6,310
CLT,5,7,310
CLT,5,8,312
CLT,5,9,248
CLT,5,10,283
CLT,5,11,311
CLT,5,12,313
CLT,5,13,311
CLT,5,14,312
CLT,5,15,311
CLT,5,16,247
CLT,5,17,285
CLT,5,18,307
CLT,5,19,307
CLT,5,20,312
CLT,5,21,332
CLT,5,22,314
CLT,5,23,247
CLT,5,24,273
CLT,5,25,305
CLT,5,26,310
CLT,5,27,307
CLT,5,28,310
CLT,5,29,306
CLT,5,30,245
CLT,5,31,280
CLT,6,1,307
CLT,6,2,310
CLT,6,3,310
CLT,6,4,311
CLT,6,5,311
CLT,6,6,257
CLT,6,7,279
CLT,6,8,309
CLT,6,9,309
CLT,6,10,313
CLT,6,11,310
CLT,6,12,308
CLT,6,13,258
CLT,6,14,278
CLT,6,15,301
CLT,6,16,305
CLT,6,17,309
CLT,6,18,308
CLT,6,19,311
CLT,6,20,256
CLT,6,21,280
CLT,6,22,309
CLT,6,23,305
CLT,6,24,309
CLT,6,25,311
CLT,6,26,305
CLT,6,27,252
CLT,6,28,280
CLT,6,29,307
CLT,6,30,302
CLT,7,1,309
CLT,7,2,312
CLT,7,3,293
CLT,7,4,251
CLT,7,5,314
CLT,7,6,311
CLT,7,7,307
CLT,7,8,300
CLT,7,9,309
CLT,7,10,312
CLT,7,11,264
CLT,7,12,282
CLT,7,13,298
CLT,7,14,303
CLT,7,15,310
CLT,7,16,308
CLT,7,17,311
CLT,7,18,252
CLT,7,19,276
CLT,7,20,311
CLT,7,21,310
CLT,7,22,311
CLT,7,23,309
CLT,7,24,308
CLT,7,25,262
CLT,7,26,304
CLT,7,27,310
CLT,7,28,306
CLT,7,29,311
CLT,7,30,306
CLT,7,31,308
CLT,8,1,261
CLT,8,2,280
CLT,8,3,306
CLT,8,4,310
CLT,8,5,317
CLT,8,6,310
CLT,8,7,314
CLT,8,8,263
CLT,8,9,284
CLT,8,10,309
CLT,8,11,303
CLT,8,12,314
CLT,8,13,314
CLT,8,14,314
CLT,8,15,254
CLT,8,16,277
CLT,8,17,312
CLT,8,18,305
CLT,8,19,279
CLT,8,20,270
CLT,8,21,310
CLT,8,22,246
CLT,8,23,276
CLT,8,24,306
CLT,8,25,304
CLT,8,26,315
CLT,8,27,313
CLT,8,28,314
CLT,8,29,244
CLT,8,30,275
CLT,8,31,306
CLT,9,1,305
CLT,9,2,314
CLT,9,3,313
CLT,9,4,307
CLT,9,5,225
CLT,9,6,224
CLT,9,7,288
CLT,9,8,303
CLT,9,9,321
CLT,9,10,314
CLT,9,11,324
CLT,9,12,246
CLT,9,13,294
CLT,9,14,327
CLT,9,15,293
CLT,9,16,332
CLT,9,17,333
CLT,9,18,330
CLT,9,19,250
CLT,9,20,299
CLT,9,21,327
CLT,9,22,292
CLT,9,23,332
CLT,9,24,329
CLT,9,25,326
CLT,9,26,245
CLT,9,27,291
CLT,9,28,328
CLT,9,29,291
CLT,9,30,329
CLT,11,1,291
CLT,11,2,322
CLT,11,3,317
CLT,11,4,328
CLT,11,5,330
CLT,11,6,327
CLT,11,7,253
CLT,11,8,294
CLT,11,9,289
CLT,11,10,320
CLT,11,11,329
CLT,11,12,331
CLT,11,13,330
CLT,11,14,255
CLT,11,15,294
CLT,11,16,291
CLT,11,17,318
CLT,11,18,326
CLT,11,19,327
CLT,11,20,327
CLT,11,21,252
CLT,11,22,292
CLT,11,23,278
CLT,11,24,341
CLT,11,25,332
CLT,11,26,184
CLT,11,27,291
CLT,11,28,303
CLT,11,29,337
CLT,11,30,327
CLT,12,1,281
CLT,12,2,318
CLT,12,3,327
CLT,12,4,324
CLT,12,5,245
CLT,12,6,292
CLT,12,7,288
CLT,12,8,281
CLT,12,9,322
CLT,12,10,326
CLT,12,11,322
CLT,12,12,242
CLT,12,13,292
CLT,12,14,284
CLT,12,15,281
CLT,12,16,317
CLT,12,17,325
CLT,12,18,336
CLT,12,19,261
CLT,12,20,285
CLT,12,21,311
CLT,12,22,310
CLT,12,23,311
CLT,12,24,270
CLT,12,25,299
CLT,12,26,262
CLT,12,27,299
CLT,12,28,302
CLT,12,29,303
CLT,12,30,307
CLT,12,31,259
DAL,1,1,133
DAL,1,2,164
DAL,1,3,162
DAL,1,4,167
DAL,1,5,174
DAL,1,6,172
DAL,1,7,174
DAL,1,8,171
DAL,1,9,175
DAL,1,10,126
DAL,1,11,157
DAL,1,12,172
DAL,1,13,172
DAL,1,14,173
DAL,1,15,178
DAL,1,16,176
DAL,1,17,128
DAL,1,18,155
DAL,1,19,177
DAL,1,20,173
DAL,1,21,175
DAL,1,22,168
DAL,1,23,175
DAL,1,24,122
DAL,1,25,156
DAL,1,26,172
DAL,1,27,164
DAL,1,28,170
DAL,1,29,177
DAL,1,30,174
DAL,1,31,127
DAL,2,1,145
DAL,2,2,166
DAL,2,3,174
DAL,2,4,174
DAL,2,5,175
DAL,2,6,177
DAL,2,7,127
DAL,2,8,158
DAL,2,9,171
DAL,2,10,176
DAL,2,11,176
DAL,2,12,178
DAL,2,13,178
DAL,2,14,127
DAL,2,15,150
DAL,2,16,166
DAL,2,17,171
DAL,2,18,177
DAL,2,19,177
DAL,2,20,178
DAL,2,21,121
DAL,2,22,134
DAL,2,23,122
DAL,2,24,165
DAL,2,25,158
DAL,2,26,174
DAL,2,27,166
DAL,2,28,119
DAL,3,1,157
DAL,3,2,171
DAL,3,3,173
DAL,3,4,142
DAL,3,5,155
DAL,3,6,173
DAL,3,7,120
DAL,3,8,166
DAL,3,9,178
DAL,3,10,175
DAL,3,11,178
DAL,3,12,176
DAL,3,13,175
DAL,3,14,121
DAL,3,15,167
DAL,3,16,171
DAL,3,17,170
DAL,3,18,170
DAL,3,19,171
DAL,3,20,168
DAL,3,21,114
DAL,3,22,162
DAL,3,23,167
DAL,3,24,167
DAL,3,25,171
DAL,3,26,170
DAL,3,27,168
DAL,3,28,116
DAL,3,29,160
DAL,3,30,168
DAL,3,31,170
DAL,4,1,170
DAL,4,2,169
DAL,4,3,171
DAL,4,4,115
DAL,4,5,159
DAL,4,6,170
DAL,4,7,172
DAL,4,8,182
DAL,4,9,182
DAL,4,10,185
DAL,4,11,127
DAL,4,12,164
DAL,4,13,182
DAL,4,14,184
DAL,4,15,184
DAL,4,16,184
DAL,4,17,179
DAL,4,18,120
DAL,4,19,163
DAL,4,20,181
DAL,4,21,182
DAL,4,22,183
DAL,4,23,184
DAL,4,24,174
DAL,4,25,126
DAL,4,26,157
DAL,4,27,180
DAL,4,28,190
DAL,4,29,190
DAL,4,30,190
DAL,5,1,188
DAL,5,2,130
DAL,5,3,169
DAL,5,4,190
DAL,5,5,190
DAL,5,6,189
DAL,5,7,187
DAL,5,8,190
DAL,5,9,129
DAL,5,10,147
DAL,5,11,190
DAL,5,12,188
DAL,5,13,189
DAL,5,14,189
DAL,5,15,189
DAL,5,16,131
DAL,5,17,161
DAL,5,18,189
DAL,5,19,185
DAL,5,20,189
DAL,5,21,189
DAL,5,22,189
DAL,5,23,126
DAL,5,24,145
DAL,5,25,151
DAL,5,26,158
DAL,5,27,183
DAL,5,28,167
DAL,5,29,172
DAL,5,30,130
DAL,5,31,165
DAL,6,1,184
DAL,6,2,187
DAL,6,3,189
DAL,6,4,190
DAL,6,5,189
DAL,6,6,130
DAL,6,7,170
DAL,6,8,189
DAL,6,9,179
DAL,6,10,189
DAL,6,11,185
DAL,6,12,185
DAL,6,13,138
DAL,6,14,168
DAL,6,15,189
DAL,6,16,170
DAL,6,17,184
DAL,6,18,188
DAL,6,19,190
DAL,6,20,134
DAL,6,21,164
DAL,6,22,186
DAL,6,23,189
DAL,6,24,188
DAL,6,25,187
DAL,6,26,171
DAL,6,27,137
DAL,6,28,169
DAL,6,29,189
DAL,6,30,189
DAL,7,1,188
DAL,7,2,189
DAL,7,3,178
DAL,7,4,123
DAL,7,5,169
DAL,7,6,189
DAL,7,7,188
DAL,7,8,185
DAL,7,9,188
DAL,7,10,191
DAL,7,11,136
DAL,7,12,168
DAL,7,13,189
DAL,7,14,188
DAL,7,15,188
DAL,7,16,189
DAL,7,17,191
DAL,7,18,134
DAL,7,19,170
DAL,7,20,190
DAL,7,21,187
DAL,7,22,189
DAL,7,23,189
DAL,7,24,190
DAL,7,25,134
DAL,7,26,170
DAL,7,27,189
DAL,7,28,188
DAL,7,29,189
DAL,7,30,190
DAL,7,31,190
DAL,8,1,138
DAL,8,2,169
DAL,8,3,188
DAL,8,4,189
DAL,8,5,188
DAL,8,6,188
DAL,8,7,188
DAL,8,8,138
DAL,8,9,188
DAL,8,10,202
DAL,8,11,201
DAL,8,12,200
DAL,8,13,201
DAL,8,14,202
DAL,8,15,135
DAL,8,16,189
DAL,8,17,203
DAL,8,18,202
DAL,8,19,199
DAL,8,20,199
DAL,8,21,202
DAL,8,22,137
DAL,8,23,188
DAL,8,24,200
DAL,8,25,200
DAL,8,26,198
DAL,8,27,203
DAL,8,28,202
DAL,8,29,136
DAL,8,30,186
DAL,8,31,201
DAL,9,1,201
DAL,9,2,203
DAL,9,3,203
DAL,9,4,203
DAL,9,5,129
DAL,9,6,162
DAL,9,7,179
DAL,9,8,203
DAL,9,9,203
DAL,9,10,201
DAL,9,11,201
DAL,9,12,138
DAL,9,13,189
DAL,9,14,204
DAL,9,15,202
DAL,9,16,204
DAL,9,17,203
DAL,9,18,202
DAL,9,19,138
DAL,9,20,191
DAL,9,21,203
DAL,9,22,202
DAL,9,23,203
DAL,9,24,203
DAL,9,25,203
DAL,9,26,138
DAL,9,27,192
DAL,9,28,203
DAL,9,29,204
DAL,9,30,203
DAL,11,1,181
DAL,11,2,192
DAL,11,3,199
DAL,11,4,199
DAL,11,5,190
DAL,11,6,190
DAL,11,7,150
DAL,11,8,185
DAL,11,9,204
DAL,11,10,203
DAL,11,11,202
DAL,11,12,203
DAL,11,13,201
DAL,11,14,151
DAL,11,15,184
DAL,11,16,195
DAL,11,17,196
DAL,11,18,204
DAL,11,19,203
DAL,11,20,201
DAL,11,21,153
DAL,11,22,186
DAL,11,23,201
DAL,11,24,197
DAL,11,25,198
DAL,11,26,131
DAL,11,27,168
DAL,11,28,175
DAL,11,29,202
DAL,11,30,198
DAL,12,1,201
DAL,12,2,201
DAL,12,3,201
DAL,12,4,199
DAL,12,5,148
DAL,12,6,179
DAL,12,7,200
DAL,12,8,202
DAL,12,9,200
DAL,12,10,201
DAL,12,11,202
DAL,12,12,147
DAL,12,13,179
DAL,12,14,200
DAL,12,15,197
DAL,12,16,199
DAL,12,17,200
DAL,12,18,201
DAL,12,19,157
DAL,12,20,188
DAL,12,21,201
DAL,12,22,200
DAL,12,23,196
DAL,12,24,161
DAL,12,25,150
DAL,12,26,124
DAL,12,27,157
DAL,12,28,180
DAL,12,29,196
DAL,12,30,204
DAL,12,31,155
DEN,1,1,557
DEN,1,2,634
DEN,1,3,573
DEN,1,4,617
DEN,1,5,629
DEN,1,6,562
DEN,1,7,547
DEN,1,8,548
DEN,1,9,558
DEN,1,10,424
DEN,1,11,529
DEN,1,12,563
DEN,1,13,537
DEN,1,14,551
DEN,1,15,567
DEN,1,16,568
DEN,1,17,423
DEN,1,18,503
DEN,1,19,573
DEN,1,20,528
DEN,1,21,547
DEN,1,22,561
DEN,1,23,569
DEN,1,24,423
DEN,1,25,528
DEN,1,26,553
DEN,1,27,493
DEN,1,28,525
DEN,1,29,559
DEN,1,30,566
DEN,1,31,418
DEN,2,1,448
DEN,2,2,533
DEN,2,3,523
DEN,2,4,539
DEN,2,5,554
DEN,2,6,563
DEN,2,7,420
DEN,2,8,524
DEN,2,9,553
DEN,2,10,525
DEN,2,11,543
DEN,2,12,606
DEN,2,13,614
DEN,2,14,462
DEN,2,15,516
DEN,2,16,588
DEN,2,17,588
DEN,2,18,609
DEN,2,19,612
DEN,2,20,611
DEN,2,21,387
DEN,2,22,501
DEN,2,23,584
DEN,2,24,567
DEN,2,25,578
DEN,2,26,598
DEN,2,27,605
DEN,2,28,438
DEN,3,1,530
DEN,3,2,606
DEN,3,3,565
DEN,3,4,599
DEN,3,5,586
DEN,3,6,610
DEN,3,7,521
DEN,3,8,588
DEN,3,9,627
DEN,3,10,583
DEN,3,11,626
DEN,3,12,628
DEN,3,13,630
DEN,3,14,533
DEN,3,15,588
DEN,3,16,630
DEN,3,17,583
DEN,3,18,625
DEN,3,19,624
DEN,3,20,619
DEN,3,21,531
DEN,3,22,591
DEN,3,23,620
DEN,3,24,583
DEN,3,25,623
DEN,3,26,621
DEN,3,27,624
DEN,3,28,526
DEN,3,29,590
DEN,3,30,623
DEN,3,31,586
DEN,4,1,612
DEN,4,2,610
DEN,4,3,615
DEN,4,4,500
DEN,4,5,566
DEN,4,6,617
DEN,4,7,566
DEN,4,8,601
DEN,4,9,583
DEN,4,10,596
DEN,4,11,456
DEN,4,12,573
DEN,4,13,599
DEN,4,14,566
DEN,4,15,600
DEN,4,16,586
DEN,4,17,536
DEN,4,18,473
DEN,4,19,576
DEN,4,20,599
DEN,4,21,575
DEN,4,22,606
DEN,4,23,608
DEN,4,24,595
DEN,4,25,469
DEN,4,26,577
DEN,4,27,605
DEN,4,28,576
DEN,4,29,605
DEN,4,30,598
DEN,5,1,590
DEN,5,2,456
DEN,5,3,576
DEN,5,4,597
DEN,5,5,574
DEN,5,6,604
DEN,5,7,611
DEN,5,8,613
DEN,5,9,473
DEN,5,10,570
DEN,5,11,612
DEN,5,12,613
DEN,5,13,615
DEN,5,14,605
DEN,5,15,613
DEN,5,16,488
DEN,5,17,585
DEN,5,18,614
DEN,5,19,613
DEN,5,20,615
DEN,5,21,623
DEN,5,22,620
DEN,5,23,439
DEN,5,24,462
DEN,5,25,575
DEN,5,26,600
DEN,5,27,603
DEN,5,28,617
DEN,5,29,616
DEN,5,30,489
DEN,5,31,578
DEN,6,1,605
DEN,6,2,615
DEN,6,3,594
DEN,6,4,612
DEN,6,5,604
DEN,6,6,530
DEN,6,7,609
DEN,6,8,627
DEN,6,9,622
DEN,6,10,633
DEN,6,11,609
DEN,6,12,630
DEN,6,13,544
DEN,6,14,627
DEN,6,15,625
DEN,6,16,622
DEN,6,17,626
DEN,6,18,634
DEN,6,19,629
DEN,6,20,560
DEN,6,21,623
DEN,6,22,623
DEN,6,23,625
DEN,6,24,609
DEN,6,25,623
DEN,6,26,626
DEN,6,27,569
DEN,6,28,613
DEN,6,29,624
DEN,6,30,591
DEN,7,1,595
DEN,7,2,629
DEN,7,3,530
DEN,7,4,451
DEN,7,5,616
DEN,7,6,633
DEN,7,7,630
DEN,7,8,625
DEN,7,9,593
DEN,7,10,626
DEN,7,11,555
DEN,7,12,615
DEN,7,13,626
DEN,7,14,608
DEN,7,15,618
DEN,7,16,627
DEN,7,17,631
DEN,7,18,559
DEN,7,19,618
DEN,7,20,630
DEN,7,21,618
DEN,7,22,621
DEN,7,23,634
DEN,7,24,633
DEN,7,25,554
DEN,7,26,618
DEN,7,27,627
DEN,7,28,632
DEN,7,29,629
DEN,7,30,630
DEN,7,31,631
DEN,8,1,563
DEN,8,2,617
DEN,8,3,635
DEN,8,4,638
DEN,8,5,631
DEN,8,6,641
DEN,8,7,640
DEN,8,8,562
DEN,8,9,593
DEN,8,10,633
DEN,8,11,609
DEN,8,12,630
DEN,8,13,640
DEN,8,14,638
DEN,8,15,532
DEN,8,16,611
DEN,8,17,630
DEN,8,18,594
DEN,8,19,601
DEN,8,20,618
DEN,8,21,625
DEN,8,22,492
DEN,8,23,601
DEN,8,24,622
DEN,8,25,592
DEN,8,26,587
DEN,8,27,619
DEN,8,28,619
DEN,8,29,486
DEN,8,30,596
DEN,8,31,599
DEN,9,1,580
DEN,9,2,592
DEN,9,3,620
DEN,9,4,622
DEN,9,5,441
DEN,9,6,430
DEN,9,7,581
DEN,9,8,613
DEN,9,9,585
DEN,9,10,584
DEN,9,11,583
DEN,9,12,468
DEN,9,13,596
DEN,9,14,616
DEN,9,15,574
DEN,9,16,592
DEN,9,17,627
DEN,9,18,625
DEN,9,19,470
DEN,9,20,602
DEN,9,21,626
DEN,9,22,584
DEN,9,23,596
DEN,9,24,616
DEN,9,25,618
DEN,9,26,481
DEN,9,27,604
DEN,9,28,621
DEN,9,29,581
DEN,9,30,614
DEN,11,1,561
DEN,11,2,597
DEN,11,3,555
DEN,11,4,587
DEN,11,5,599
DEN,11,6,605
DEN,11,7,451
DEN,11,8,568
DEN,11,9,602
DEN,11,10,551
DEN,11,11,570
DEN,11,12,601
DEN,11,13,602
DEN,11,14,451
DEN,11,15,567
DEN,11,16,502
DEN,11,17,509
DEN,11,18,597
DEN,11,19,604
DEN,11,20,605
DEN,11,21,449
DEN,11,22,564
DEN,11,23,552
DEN,11,24,597
DEN,11,25,615
DEN,11,26,364
DEN,11,27,471
DEN,11,28,658
DEN,11,29,686
DEN,11,30,621
DEN,12,1,562
DEN,12,2,564
DEN,12,3,591
DEN,12,4,587
DEN,12,5,441
DEN,12,6,557
DEN,12,7,586
DEN,12,8,562
DEN,12,9,569
DEN,12,10,586
DEN,12,11,589
DEN,12,12,439
DEN,12,13,554
DEN,12,14,585
DEN,12,15,336
DEN,12,16,574
DEN,12,17,628
DEN,12,18,666
DEN,12,19,571
DEN,12,20,616
DEN,12,21,628
DEN,12,22,623
DEN,12,23,634
DEN,12,24,496
DEN,12,25,458
DEN,12,26,592
DEN,12,27,651
DEN,12,28,591
DEN,12,29,603
DEN,12,30,629
DEN,12,31,499
DTW,1,1,209
DTW,1,2,300
DTW,1,3,272
DTW,1,4,285
DTW,1,5,327
DTW,1,6,318
DTW,1,7,324
DTW,1,8,320
DTW,1,9,328
DTW,1,10,207
DTW,1,11,299
DTW,1,12,328
DTW,1,13,323
DTW,1,14,317
DTW,1,15,340
DTW,1,16,343
DTW,1,17,210
DTW,1,18,225
DTW,1,19,330
DTW,1,20,323
DTW,1,21,328
DTW,1,22,338
DTW,1,23,341
DTW,1,24,215
DTW,1,25,302
DTW,1,26,318
DTW,1,27,280
DTW,1,28,316
DTW,1,29,343
DTW,1,30,341
DTW,1,31,202
DTW,2,1,163
DTW,2,2,249
DTW,2,3,305
DTW,2,4,308
DTW,2,5,331
DTW,2,6,342
DTW,2,7,219
DTW,2,8,295
DTW,2,9,312
DTW,2,10,326
DTW,2,11,328
DTW,2,12,327
DTW,2,13,336
DTW,2,14,210
DTW,2,15,209
DTW,2,16,324
DTW,2,17,316
DTW,2,18,338
DTW,2,19,342
DTW,2,20,340
DTW,2,21,217
DTW,2,22,296
DTW,2,23,337
DTW,2,24,336
DTW,2,25,334
DTW,2,26,334
DTW,2,27,347
DTW,2,28,225
DTW,3,1,298
DTW,3,2,329
DTW,3,3,321
DTW,3,4,327
DTW,3,5,303
DTW,3,6,341
DTW,3,7,245
DTW,3,8,318
DTW,3,9,350
DTW,3,10,342
DTW,3,11,336
DTW,3,12,349
DTW,3,13,359
DTW,3,14,244
DTW,3,15,324
DTW,3,16,351
DTW,3,17,346
DTW,3,18,342
DTW,3,19,354
DTW,3,20,354
DTW,3,21,244
DTW,3,22,324
DTW,3,23,343
DTW,3,24,344
DTW,3,25,343
DTW,3,26,350
DTW,3,27,360
DTW,3,28,242
DTW,3,29,323
DTW,3,30,349
DTW,3,31,344
DTW,4,1,346
DTW,4,2,362
DTW,4,3,332
DTW,4,4,217
DTW,4,5,274
DTW,4,6,359
DTW,4,7,343
DTW,4,8,352
DTW,4,9,356
DTW,4,10,357
DTW,4,11,236
DTW,4,12,333
DTW,4,13,354
DTW,4,14,346
DTW,4,15,357
DTW,4,16,353
DTW,4,17,357
DTW,4,18,228
DTW,4,19,330
DTW,4,20,347
DTW,4,21,344
DTW,4,22,353
DTW,4,23,357
DTW,4,24,362
DTW,4,25,231
DTW,4,26,334
DTW,4,27,357
DTW,4,28,347
DTW,4,29,358
DTW,4,30,362
DTW,5,1,366
DTW,5,2,231
DTW,5,3,333
DTW,5,4,361
DTW,5,5,347
DTW,5,6,352
DTW,5,7,367
DTW,5,8,367
DTW,5,9,223
DTW,5,10,324
DTW,5,11,361
DTW,5,12,354
DTW,5,13,356
DTW,5,14,371
DTW,5,15,372
DTW,5,16,233
DTW,5,17,342
DTW,5,18,367
DTW,5,19,359
DTW,5,20,364
DTW,5,21,375
DTW,5,22,381
DTW,5,23,233
DTW,5,24,250
DTW,5,25,340
DTW,5,26,359
DTW,5,27,362
DTW,5,28,376
DTW,5,29,379
DTW,5,30,242
DTW,5,31,340
DTW,6,1,368
DTW,6,2,361
DTW,6,3,367
DTW,6,4,354
DTW,6,5,344
DTW,6,6,237
DTW,6,7,323
DTW,6,8,345
DTW,6,9,333
DTW,6,10,344
DTW,6,11,345
DTW,6,12,351
DTW,6,13,244
DTW,6,14,309
DTW,6,15,336
DTW,6,16,326
DTW,6,17,347
DTW,6,18,348
DTW,6,19,349
DTW,6,20,242
DTW,6,21,322
DTW,6,22,348
DTW,6,23,331
DTW,6,24,339
DTW,6,25,344
DTW,6,26,353
DTW,6,27,240
DTW,6,28,279
DTW,6,29,299
DTW,6,30,270
DTW,7,1,343
DTW,7,2,359
DTW,7,3,237
DTW,7,4,221
DTW,7,5,329
DTW,7,6,356
DTW,7,7,356
DTW,7,8,357
DTW,7,9,354
DTW,7,10,362
DTW,7,11,251
DTW,7,12,332
DTW,7,13,361
DTW,7,14,354
DTW,7,15,354
DTW,7,16,360
DTW,7,17,365
DTW,7,18,247
DTW,7,19,329
DTW,7,20,362
DTW,7,21,358
DTW,7,22,360
DTW,7,23,365
DTW,7,24,366
DTW,7,25,249
DTW,7,26,334
DTW,7,27,362
DTW,7,28,359
DTW,7,29,358
DTW,7,30,360
DTW,7,31,366
DTW,8,1,251
DTW,8,2,320
DTW,8,3,359
DTW,8,4,355
DTW,8,5,356
DTW,8,6,360
DTW,8,7,361
DTW,8,8,249
DTW,8,9,327
DTW,8,10,354
DTW,8,11,349
DTW,8,12,357
DTW,8,13,359
DTW,8,14,357
DTW,8,15,243
DTW,8,16,327
DTW,8,17,352
DTW,8,18,335
DTW,8,19,333
DTW,8,20,346
DTW,8,21,354
DTW,8,22,233
DTW,8,23,324
DTW,8,24,349
DTW,8,25,339
DTW,8,26,338
DTW,8,27,349
DTW,8,28,354
DTW,8,29,217
DTW,8,30,306
DTW,8,31,345
DTW,9,1,343
DTW,9,2,341
DTW,9,3,343
DTW,9,4,350
DTW,9,5,215
DTW,9,6,232
DTW,9,7,319
DTW,9,8,299
DTW,9,9,272
DTW,9,10,277
DTW,9,11,279
DTW,9,12,219
DTW,9,13,328
DTW,9,14,350
DTW,9,15,341
DTW,9,16,343
DTW,9,17,345
DTW,9,18,347
DTW,9,19,224
DTW,9,20,324
DTW,9,21,343
DTW,9,22,340
DTW,9,23,343
DTW,9,24,346
DTW,9,25,346
DTW,9,26,221
DTW,9,27,317
DTW,9,28,340
DTW,9,29,332
DTW,9,30,339
DTW,11,1,333
DTW,11,2,356
DTW,11,3,342
DTW,11,4,357
DTW,11,5,357
DTW,11,6,357
DTW,11,7,241
DTW,11,8,334
DTW,11,9,352
DTW,11,10,354
DTW,11,11,355
DTW,11,12,360
DTW,11,13,359
DTW,11,14,245
DTW,11,15,333
DTW,11,16,353
DTW,11,17,352
DTW,11,18,353
DTW,11,19,363
DTW,11,20,362
DTW,11,21,225
DTW,11,22,276
DTW,11,23,267
DTW,11,24,317
